Time;Position;Rotation;player Position;pizza Rotation;enemy Position;Variant;Condition
10:12:59;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.0, 0.4, -5.0);(0.0, 0.0, 0.0, 1.0);(4.6, 0.4, -1.8);Variant A;Hardware Prototype
10:12:59;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.0, 0.4, -5.0);(0.0, 0.0, 0.0, 1.0);(4.6, 0.4, -1.8);Variant A;Hardware Prototype
10:12:59;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.0, 0.4, -5.0);(0.0, 0.0, 0.0, 1.0);(4.6, 0.4, -1.8);Variant A;Hardware Prototype
10:12:59;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.0, 0.4, -5.1);(0.0, 0.0, 0.0, 1.0);(4.6, 0.4, -1.8);Variant A;Hardware Prototype
10:12:59;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.0, 0.4, -5.1);(0.0, 0.0, 0.0, 1.0);(4.6, 0.4, -1.8);Variant A;Hardware Prototype
10:12:59;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.0, 0.4, -5.1);(0.0, 0.0, 0.0, 1.0);(4.6, 0.4, -1.8);Variant A;Hardware Prototype
10:12:59;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.0, 0.4, -5.1);(0.0, 0.0, 0.0, 1.0);(4.6, 0.4, -1.8);Variant A;Hardware Prototype
10:12:59;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.0, 0.4, -5.1);(0.0, 0.0, 0.0, 1.0);(4.6, 0.4, -1.8);Variant A;Hardware Prototype
10:12:59;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.0, 0.4, -5.2);(0.0, 0.0, 0.0, 1.0);(4.6, 0.4, -1.8);Variant A;Hardware Prototype
10:12:59;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.0, 0.4, -5.2);(0.0, 0.0, 0.0, 1.0);(4.6, 0.4, -1.8);Variant A;Hardware Prototype
10:12:59;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.0, 0.4, -5.3);(0.0, 0.0, 0.0, 1.0);(4.6, 0.4, -1.8);Variant A;Hardware Prototype
10:12:59;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.0, 0.4, -5.3);(0.0, 0.0, 0.0, 1.0);(4.6, 0.4, -1.8);Variant A;Hardware Prototype
10:12:59;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.0, 0.4, -5.3);(0.0, 0.0, 0.0, 1.0);(4.6, 0.4, -1.8);Variant A;Hardware Prototype
10:12:59;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.0, 0.4, -5.3);(0.0, 0.0, 0.0, 1.0);(4.6, 0.4, -1.8);Variant A;Hardware Prototype
10:12:59;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.0, 0.4, -5.3);(0.0, 0.0, 0.0, 1.0);(4.6, 0.4, -1.8);Variant A;Hardware Prototype
10:12:59;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.0, 0.4, -5.4);(0.0, 0.0, 0.0, 1.0);(4.6, 0.3, -1.8);Variant A;Hardware Prototype
10:12:59;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.0, 0.4, -5.5);(0.0, 0.0, 0.0, 1.0);(4.6, 0.3, -1.8);Variant A;Hardware Prototype
10:12:59;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.0, 0.4, -5.5);(0.0, 0.0, 0.0, 1.0);(4.6, 0.3, -1.8);Variant A;Hardware Prototype
10:12:59;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.0, 0.4, -5.5);(0.0, 0.0, 0.0, 1.0);(4.6, 0.3, -1.8);Variant A;Hardware Prototype
10:12:59;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.0, 0.4, -5.5);(0.0, 0.0, 0.0, 1.0);(4.6, 0.3, -1.8);Variant A;Hardware Prototype
10:12:59;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.0, 0.4, -5.5);(0.0, 0.0, 0.0, 1.0);(4.6, 0.3, -1.8);Variant A;Hardware Prototype
10:12:59;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.0, 0.4, -5.6);(0.0, 0.0, 0.0, 1.0);(4.6, 0.3, -1.8);Variant A;Hardware Prototype
10:12:59;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.0, 0.4, -5.6);(0.0, 0.0, 0.0, 1.0);(4.6, 0.3, -1.8);Variant A;Hardware Prototype
10:12:59;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.0, 0.4, -5.7);(0.0, 0.0, 0.0, 1.0);(4.6, 0.3, -1.8);Variant A;Hardware Prototype
10:12:59;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.0, 0.4, -5.7);(0.0, 0.0, 0.0, 1.0);(4.6, 0.3, -1.8);Variant A;Hardware Prototype
10:12:59;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.0, 0.4, -5.7);(0.0, 0.0, 0.0, 1.0);(4.6, 0.3, -1.8);Variant A;Hardware Prototype
10:12:59;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.0, 0.4, -5.7);(0.0, 0.0, 0.0, 1.0);(4.6, 0.3, -1.8);Variant A;Hardware Prototype
10:12:59;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.0, 0.4, -5.8);(0.0, 0.0, 0.0, 1.0);(4.6, 0.3, -1.8);Variant A;Hardware Prototype
10:12:59;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.0, 0.4, -5.8);(0.0, 0.0, 0.0, 1.0);(4.6, 0.3, -1.8);Variant A;Hardware Prototype
10:12:59;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.0, 0.4, -5.8);(0.0, 0.0, 0.0, 1.0);(4.6, 0.3, -1.8);Variant A;Hardware Prototype
10:12:59;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.0, 0.4, -5.9);(0.0, 0.0, 0.0, 1.0);(4.6, 0.3, -1.8);Variant A;Hardware Prototype
10:12:59;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.0, 0.4, -5.9);(0.0, 0.0, 0.0, 1.0);(4.6, 0.3, -1.8);Variant A;Hardware Prototype
10:12:59;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.0, 0.4, -5.9);(0.0, 0.0, 0.0, 1.0);(4.6, 0.3, -1.8);Variant A;Hardware Prototype
10:12:59;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.0, 0.4, -5.9);(0.0, 0.0, 0.0, 1.0);(4.6, 0.3, -1.8);Variant A;Hardware Prototype
10:12:59;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.0, 0.4, -6.0);(0.0, 0.0, 0.0, 1.0);(4.6, 0.3, -1.8);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.5, -0.1, -13.2);(0.0, 0.0, 0.0, 1.0);(5.2, 0.3, -2.2);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.5, -0.1, -13.2);(0.0, 0.0, 0.0, 1.0);(5.2, 0.3, -2.2);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.5, -0.1, -13.2);(0.0, 0.0, 0.0, 1.0);(5.2, 0.3, -2.2);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.5, -0.1, -13.2);(0.0, 0.0, 0.0, 1.0);(5.2, 0.3, -2.2);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.5, -0.2, -13.3);(0.0, 0.0, 0.0, 1.0);(5.2, 0.3, -2.2);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.5, -0.3, -13.4);(0.0, 0.0, 0.0, 1.0);(5.2, 0.3, -2.2);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.5, -0.3, -13.4);(0.0, 0.0, 0.0, 1.0);(5.2, 0.3, -2.2);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.5, -0.3, -13.4);(0.0, 0.0, 0.0, 1.0);(5.2, 0.3, -2.2);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.5, -0.3, -13.5);(0.0, 0.0, 0.0, 1.0);(5.3, 0.3, -2.2);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.5, -0.3, -13.5);(0.0, 0.0, 0.0, 1.0);(5.3, 0.3, -2.2);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.5, -0.4, -13.5);(0.0, 0.0, 0.0, 1.0);(5.3, 0.3, -2.2);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.5, -0.4, -13.5);(0.0, 0.0, 0.0, 1.0);(5.3, 0.3, -2.2);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.5, -0.5, -13.6);(0.0, 0.0, 0.0, 1.0);(5.3, 0.3, -2.2);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.5, -0.5, -13.6);(0.0, 0.0, 0.0, 1.0);(5.3, 0.3, -2.2);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.5, -0.6, -13.7);(0.0, 0.0, 0.0, 1.0);(5.3, 0.3, -2.2);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.5, -0.6, -13.7);(0.0, 0.0, 0.0, 1.0);(5.3, 0.3, -2.2);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.5, -0.6, -13.8);(0.0, 0.0, 0.0, 1.0);(5.3, 0.3, -2.2);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.5, -0.6, -13.8);(0.0, 0.0, 0.0, 1.0);(5.3, 0.3, -2.2);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.5, -0.7, -13.9);(0.0, 0.0, 0.0, 1.0);(5.3, 0.3, -2.2);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.5, -0.7, -13.9);(0.0, 0.0, 0.0, 1.0);(5.3, 0.3, -2.2);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.5, -0.7, -13.9);(0.0, 0.0, 0.0, 1.0);(5.3, 0.3, -2.2);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.6, -0.8, -14.0);(0.0, 0.0, 0.0, 1.0);(5.3, 0.3, -2.2);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.6, -0.8, -14.0);(0.0, 0.0, 0.0, 1.0);(5.3, 0.3, -2.2);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.6, -0.9, -14.0);(0.0, 0.0, 0.0, 1.0);(5.3, 0.3, -2.3);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.6, -0.9, -14.0);(0.0, 0.0, 0.0, 1.0);(5.3, 0.3, -2.3);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.6, -1.0, -14.1);(0.0, 0.0, 0.0, 1.0);(5.3, 0.3, -2.3);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.6, -1.0, -14.1);(0.0, 0.0, 0.0, 1.0);(5.3, 0.3, -2.3);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.6, -1.1, -14.2);(0.0, 0.0, 0.0, 1.0);(5.3, 0.3, -2.3);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.6, -1.1, -14.2);(0.0, 0.0, 0.0, 1.0);(5.3, 0.3, -2.3);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.6, -1.2, -14.3);(0.0, 0.0, 0.0, 1.0);(5.4, 0.3, -2.3);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.6, -1.2, -14.3);(0.0, 0.0, 0.0, 1.0);(5.4, 0.3, -2.3);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.6, -1.3, -14.4);(0.0, 0.0, 0.0, 1.0);(5.4, 0.3, -2.3);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.6, -1.3, -14.4);(0.0, 0.0, 0.0, 1.0);(5.4, 0.3, -2.3);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.6, -1.5, -14.5);(0.0, 0.0, 0.0, 1.0);(5.4, 0.2, -2.3);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.6, -1.5, -14.5);(0.0, 0.0, 0.0, 1.0);(5.4, 0.2, -2.3);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.6, -1.6, -14.5);(0.0, 0.0, 0.0, 1.0);(5.4, 0.2, -2.3);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.6, -1.6, -14.5);(0.0, 0.0, 0.0, 1.0);(5.4, 0.2, -2.3);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.6, -1.7, -14.6);(0.0, 0.0, 0.0, 1.0);(5.4, 0.2, -2.3);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.6, -1.7, -14.6);(0.0, 0.0, 0.0, 1.0);(5.4, 0.2, -2.3);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.6, -1.8, -14.7);(0.0, 0.0, 0.0, 1.0);(5.4, 0.2, -2.3);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.6, -1.8, -14.7);(0.0, 0.0, 0.0, 1.0);(5.4, 0.2, -2.3);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.6, -2.0, -14.8);(0.0, 0.0, 0.0, 1.0);(5.4, 0.2, -2.3);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.6, -2.0, -14.8);(0.0, 0.0, 0.0, 1.0);(5.4, 0.2, -2.3);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.6, -2.1, -14.9);(0.0, 0.0, 0.0, 1.0);(5.4, 0.2, -2.3);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.6, -2.1, -14.9);(0.0, 0.0, 0.0, 1.0);(5.4, 0.2, -2.3);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.6, -2.2, -15.0);(0.0, 0.0, 0.0, 1.0);(5.4, 0.2, -2.3);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.6, -2.2, -15.0);(0.0, 0.0, 0.0, 1.0);(5.4, 0.2, -2.3);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.6, -2.2, -15.0);(0.0, 0.0, 0.0, 1.0);(5.4, 0.2, -2.3);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.6, -2.4, -15.1);(0.0, 0.0, 0.0, 1.0);(5.5, 0.2, -2.3);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.6, -2.4, -15.1);(0.0, 0.0, 0.0, 1.0);(5.5, 0.2, -2.3);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.6, -2.5, -15.2);(0.0, 0.0, 0.0, 1.0);(5.5, 0.2, -2.3);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.6, -2.5, -15.2);(0.0, 0.0, 0.0, 1.0);(5.5, 0.2, -2.3);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.6, -2.7, -15.2);(0.0, 0.0, 0.0, 1.0);(5.5, 0.2, -2.4);Variant A;Hardware Prototype
10:13:01;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.6, -2.7, -15.2);(0.0, 0.0, 0.0, 1.0);(5.5, 0.2, -2.4);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.6, -2.8, -15.3);(0.0, 0.0, 0.0, 1.0);(5.5, 0.2, -2.4);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.6, -2.8, -15.3);(0.0, 0.0, 0.0, 1.0);(5.5, 0.2, -2.4);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.7, -3.0, -15.4);(0.0, 0.0, 0.0, 1.0);(5.5, 0.2, -2.4);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.7, -3.0, -15.4);(0.0, 0.0, 0.0, 1.0);(5.5, 0.2, -2.4);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.7, -3.2, -15.5);(0.0, 0.0, 0.0, 1.0);(5.5, 0.2, -2.4);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.7, -3.2, -15.5);(0.0, 0.0, 0.0, 1.0);(5.5, 0.2, -2.4);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.7, -3.3, -15.6);(0.0, 0.0, 0.0, 1.0);(5.5, 0.2, -2.4);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.7, -3.3, -15.6);(0.0, 0.0, 0.0, 1.0);(5.5, 0.2, -2.4);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.7, -3.5, -15.7);(0.0, 0.0, 0.0, 1.0);(5.5, 0.2, -2.4);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.7, -3.5, -15.7);(0.0, 0.0, 0.0, 1.0);(5.5, 0.2, -2.4);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.7, -3.5, -15.7);(0.0, 0.0, 0.0, 1.0);(5.5, 0.2, -2.4);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.7, -3.7, -15.8);(0.0, 0.0, 0.0, 1.0);(5.6, 0.2, -2.4);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.7, -3.7, -15.8);(0.0, 0.0, 0.0, 1.0);(5.6, 0.2, -2.4);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.7, -3.9, -15.9);(0.0, 0.0, 0.0, 1.0);(5.6, 0.2, -2.4);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.7, -3.9, -15.9);(0.0, 0.0, 0.0, 1.0);(5.6, 0.2, -2.4);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.7, -4.0, -16.0);(0.0, 0.0, 0.0, 1.0);(5.6, 0.2, -2.4);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.7, -4.0, -16.0);(0.0, 0.0, 0.0, 1.0);(5.6, 0.2, -2.4);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.7, -4.0, -16.0);(0.0, 0.0, 0.0, 1.0);(5.6, 0.2, -2.4);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.7, -4.2, -16.1);(0.0, 0.0, 0.0, 1.0);(5.6, 0.2, -2.4);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.7, -4.4, -16.2);(0.0, 0.0, 0.0, 1.0);(5.6, 0.2, -2.4);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.7, -4.4, -16.2);(0.0, 0.0, 0.0, 1.0);(5.6, 0.2, -2.4);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.7, -4.6, -16.3);(0.0, 0.0, 0.0, 1.0);(5.6, 0.2, -2.4);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.7, -4.6, -16.3);(0.0, 0.0, 0.0, 1.0);(5.6, 0.2, -2.4);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.7, -4.8, -16.4);(0.0, 0.0, 0.0, 1.0);(5.6, 0.2, -2.4);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.7, -4.8, -16.4);(0.0, 0.0, 0.0, 1.0);(5.6, 0.2, -2.4);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.7, -5.0, -16.5);(0.0, 0.0, 0.0, 1.0);(5.6, 0.2, -2.5);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.7, -5.0, -16.5);(0.0, 0.0, 0.0, 1.0);(5.6, 0.2, -2.5);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.7, -5.0, -16.5);(0.0, 0.0, 0.0, 1.0);(5.6, 0.2, -2.5);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.7, -5.2, -16.6);(0.0, 0.0, 0.0, 1.0);(5.7, 0.2, -2.5);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.7, -5.2, -16.6);(0.0, 0.0, 0.0, 1.0);(5.7, 0.2, -2.5);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.7, -5.4, -16.7);(0.0, 0.0, 0.0, 1.0);(5.7, 0.2, -2.5);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.7, -5.4, -16.7);(0.0, 0.0, 0.0, 1.0);(5.7, 0.2, -2.5);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.7, -5.6, -16.8);(0.0, 0.0, 0.0, 1.0);(5.7, 0.2, -2.5);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.7, -5.6, -16.8);(0.0, 0.0, 0.0, 1.0);(5.7, 0.2, -2.5);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.7, -5.9, -16.9);(0.0, 0.0, 0.0, 1.0);(5.7, 0.1, -2.5);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.7, -5.9, -16.9);(0.0, 0.0, 0.0, 1.0);(5.7, 0.1, -2.5);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.7, -6.1, -17.0);(0.0, 0.0, 0.0, 1.0);(5.7, 0.1, -2.5);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.7, -6.1, -17.0);(0.0, 0.0, 0.0, 1.0);(5.7, 0.1, -2.5);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.8, -6.3, -17.1);(0.0, 0.0, 0.0, 1.0);(5.7, 0.1, -2.5);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.8, -6.3, -17.1);(0.0, 0.0, 0.0, 1.0);(5.7, 0.1, -2.5);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.8, -6.3, -17.1);(0.0, 0.0, 0.0, 1.0);(5.7, 0.1, -2.5);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.8, -6.5, -17.2);(0.0, 0.0, 0.0, 1.0);(5.7, 0.1, -2.5);Variant A;Hardware Prototype
10:13:02;(0.0, 10.1, -17.5);(0.1, 0.0, 0.0, 1.0);(0.8, -6.5, -17.2);(0.0, 0.0, 0.0, 1.0);(5.7, 0.1, -2.5);Variant A;Hardware Prototype
